iter	RMSE
126	13.48049327
127	13.45856874
128	13.43984429
129	13.41309586
130	13.39089332
131	13.36704429
132	13.34369599
133	13.32782607
134	13.3046057
135	13.28692397
136	13.2651408
137	13.24554392
138	13.22887822
139	13.21472737
140	13.19265552
141	13.17677217
142	13.14654126
143	13.12952355
144	13.1167644
145	13.09574835
146	13.08373455
147	13.06879227
148	13.05263639
149	13.03881019
150	13.02145849
151	13.00609959
152	12.98995852
153	12.97917221
154	12.96762295
155	12.95196016
156	12.94039285
157	12.92719329
158	12.9103687
159	12.88560759
160	12.86748138
161	12.85103912
162	12.837407
163	12.82540233
164	12.81653787
165	12.7936288
166	12.7764778
167	12.75936676
168	12.73955863
169	12.7232036
170	12.70908756
171	12.68941288
172	12.6742847
173	12.65716742
174	12.64443295
175	12.63399237
176	12.617002
177	12.60530971
178	12.59090013
179	12.57990013
180	12.57085425
181	12.55468078
182	12.54278173
183	12.52518132
184	12.50878812
185	12.49299175
186	12.47550601
187	12.46117128
188	12.4493653
189	12.43037556
190	12.41673824
191	12.40588459
192	12.39600005
193	12.38656907
194	12.37599672
195	12.36644868
196	12.34598639
197	12.3290843
198	12.31849169
199	12.3063974
200	12.2936805
201	12.27923552
202	12.26192078
203	12.24800893
204	12.23533414
205	12.22251511
206	12.20436603
207	12.19547176
208	12.18808187
209	12.17665813
210	12.17290857
211	12.16941024
212	12.15356787
213	12.13911701
214	12.12599385
215	12.11013542
216	12.10196927
217	12.09402105
218	12.08584152
219	12.07643681
220	12.06985475
221	12.05950944
222	12.04582117
223	12.03497185
224	12.01452576
225	12.00443427
226	11.99185294
227	11.9822243
228	11.96499576
229	11.95652456
230	11.94457565
231	11.93269908
232	11.9152214
233	11.90003071
234	11.88227243
235	11.87080632
236	11.86269433
237	11.84604837
238	11.83928511
239	11.82944627
240	11.81949626
241	11.8104232
242	11.79624941
243	11.7865193
244	11.77319551
245	11.76188476
246	11.75188023
247	11.74011689
248	11.73092567
249	11.72431373
250	11.71331979
251	11.70437308
252	11.69211008
253	11.67894033
254	11.67059196
255	11.65752463
256	11.64270062
257	11.63309715
258	11.61501897
259	11.60619633
260	11.59151347
261	11.58254794
262	11.57446134
263	11.56109461
264	11.54701828
265	11.53690572
266	11.52691654
267	11.51432855
268	11.50899572
269	11.49800698
270	11.48920571
271	11.47690844
272	11.47283248
273	11.46301241
274	11.45156128
275	11.4337579
276	11.42536641
277	11.41051585
278	11.39747421
279	11.38497037
280	11.37590974
281	11.36802775
282	11.35696961
283	11.34859512
284	11.34212486
285	11.33282795
286	11.31695812
287	11.30679445
288	11.30029001
289	11.29628559
290	11.28836719
291	11.27798143
292	11.27021825
293	11.26277244
294	11.25367094
295	11.24497524
296	11.23587494
297	11.22772934
298	11.2180118
299	11.2056588
300	11.19337725
301	11.18553757
302	11.17286719
303	11.17097601
304	11.16341793
305	11.15416436
306	11.14176143
307	11.13362135
308	11.12777522
309	11.11769873
310	11.1097133
311	11.10390058
312	11.0935334
313	11.08420415
314	11.0696949
315	11.05960393
316	11.0581562
317	11.05000568
318	11.0398143
319	11.02943747
320	11.01784635
321	11.01183724
322	11.00292424
323	10.99766289
324	10.98857438
325	10.98316898
326	10.98174392
327	10.97437792
328	10.96479869
329	10.95593398
330	10.9488516
331	10.93899595
332	10.93127417
333	10.91799463
334	10.91233574
335	10.90569767
336	10.89753427
337	10.89623419
338	10.88403127
339	10.87847757
340	10.86774466
341	10.85935382
342	10.84755405
343	10.83983241
344	10.83411017
345	10.82688305
346	10.81439158
347	10.80639562
348	10.79846422
349	10.79152242
350	10.7807236
351	10.77443979
352	10.76345181
353	10.75357313
354	10.74642918
355	10.73701712
356	10.72902021
357	10.72227964
358	10.71030984
359	10.7031582
360	10.69486472
361	10.69434374
362	10.68644737
363	10.67795559
364	10.67033257
365	10.66484408
366	10.65162307
367	10.64519203
368	10.63668856
369	10.62948019
370	10.62249103
371	10.621062
372	10.61600746
373	10.61051552
374	10.60252141
375	10.59521247
376	10.58279789
377	10.57733857
378	10.56685821
379	10.56091042
380	10.5572431
381	10.5510303
382	10.54639868
383	10.53619299
384	10.52987639
385	10.52616267
386	10.51871407
387	10.51080806
388	10.49993273
389	10.49476079
390	10.48489947
391	10.47462759
392	10.47233127
393	10.46557855
394	10.45476321
395	10.44515383
396	10.43631251
397	10.4310098
398	10.42486159
399	10.41828525
400	10.41137253
401	10.403888
402	10.39771303
403	10.38909542
404	10.38091873
405	10.37364089
406	10.36397827
407	10.35915911
408	10.34947429
409	10.34141006
410	10.33577429
411	10.33087314
412	10.32105906
413	10.3140819
414	10.30484525
415	10.29583674
416	10.29393418
417	10.28798695
418	10.27990399
419	10.2699038
420	10.26374196
421	10.25756073
422	10.24942497
423	10.24148187
424	10.23247455
425	10.22517541
426	10.21643386
427	10.2066574
428	10.19822043
429	10.1935012
430	10.18539388
431	10.1787755
432	10.17334607
433	10.17304376
434	10.16879462
435	10.16248614
436	10.15405709
437	10.14982455
438	10.14438204
439	10.13902633
440	10.12900939
441	10.1213536
442	10.1108124
443	10.10568124
444	10.09831323
445	10.09244614
446	10.08860401
447	10.08172894
448	10.07293194
449	10.06611883
450	10.06248627
451	10.05191383
452	10.04621312
453	10.04204687
454	10.03393592
455	10.02989792
456	10.02477289
457	10.0163202
458	10.01100512
459	10.00311434
460	9.995816257
461	9.992831197
462	9.986337126
463	9.981531658
464	9.978249314
465	9.971477333
466	9.964692574
467	9.959155307
468	9.953780293
469	9.950168302
470	9.949888544
471	9.942043044
472	9.935197214
473	9.929695868
474	9.923398026
475	9.914917005
476	9.909643322
477	9.904281644
478	9.898029208
479	9.884930217
480	9.879693855
481	9.875352827
482	9.868237354
483	9.862852396
484	9.859208429
485	9.849582591
486	9.84495746
487	9.840336232
488	9.828860883
489	9.822192632
490	9.817543639
491	9.812816025
492	9.805823894
493	9.799135608
494	9.794677792
495	9.788838295
496	9.780599557
497	9.774317284
498	9.768930202
499	9.763871126
500	9.757935826
501	9.752409909
502	9.748720327
503	9.745216466
504	9.738947844
505	9.727537177
506	9.721930329
507	9.71711713
508	9.709499872
509	9.703459032
510	9.698967711
511	9.694291918
512	9.687785761
513	9.683412264
514	9.681937745
515	9.677299177
516	9.670426652
517	9.664241564
518	9.657109783
519	9.652062061
520	9.645955821
521	9.638877186
522	9.634566165
523	9.628530398
524	9.62280989
525	9.616999775
526	9.60941989
527	9.603750502
528	9.598754166
529	9.591812485
530	9.587042405
531	9.580140085
532	9.575901443
533	9.570045335
534	9.565270981
535	9.560397284
536	9.555181083
537	9.549026647
538	9.544432581
539	9.536939003
540	9.533226187
541	9.527443693
542	9.522857912
543	9.519334614
544	9.515230748
545	9.509161635
546	9.506880957
547	9.50247364
548	9.498202045
549	9.490149771
550	9.486668122
551	9.477872352
552	9.473636702
553	9.467965372
554	9.462519869
555	9.456308233
556	9.45168383
557	9.444265514
558	9.441622693
559	9.43644682
560	9.430934941
561	9.426961793
562	9.422494445
563	9.418839397
564	9.412897389
565	9.409051158
566	9.404647981
567	9.399524393
568	9.394235781
569	9.388921354
570	9.383052997
571	9.377411219
572	9.372554618
573	9.366699638
574	9.36305113
575	9.359399647
576	9.356298203
577	9.350691098
578	9.346614324
579	9.341286659
580	9.336377071
581	9.331373943
582	9.324306476
583	9.320491722
584	9.315142396
585	9.310850086
586	9.304312835
587	9.298665817
588	9.295086624
589	9.291506864
590	9.286670631
591	9.282921208
592	9.278852458
593	9.277445599
594	9.272771337
595	9.263419868
596	9.260778223
597	9.255728039
598	9.248285735
599	9.244080509
600	9.239278562
601	9.234591683
602	9.227323925
603	9.222194404
604	9.217837691
605	9.213559746
606	9.207949253
607	9.204360325
608	9.201204866
609	9.196843461
610	9.190924209
611	9.186179599
612	9.178903505
613	9.17453665
614	9.171658145
615	9.166379779
616	9.161799872
617	9.154881535
618	9.148222809
619	9.144362001
620	9.138214423
621	9.134108337
622	9.129741907
623	9.122805616
624	9.122554736
625	9.118054567
626	9.115000788
627	9.110369942
628	9.105962955
629	9.100493522
630	9.096480939
631	9.09212953
632	9.088381505
633	9.079747621
634	9.075398865
635	9.069241215
636	9.064899569
637	9.061416705
638	9.057494128
639	9.051488977
640	9.04617484
641	9.039152177
642	9.033718202
643	9.030289444
644	9.027443523
645	9.024246379
646	9.019932183
647	9.01502812
648	9.007508763
649	9.003673746
650	8.998978125
651	8.995813491
652	8.991884219
653	8.986983944
654	8.982423351
655	8.978898358
656	8.971521153
657	8.966931984
658	8.961226267
659	8.954490713
660	8.949703423
661	8.945363163
662	8.940235741
663	8.937159028
664	8.932397364
665	8.928587954
666	8.925089915
667	8.922210384
668	8.919320477
669	8.915062858
670	8.910387228
671	8.905174448
672	8.90105212
673	8.896654856
674	8.893080933
675	8.889680609
676	8.887145002
677	8.880886085
678	8.877470733
679	8.875488876
680	8.870573144
681	8.867261353
682	8.861481662
683	8.855835352
684	8.851527558
685	8.846532981
686	8.842044851
687	8.837855246
688	8.83422864
689	8.830717575
690	8.824994973
691	8.822015966
692	8.815678778
693	8.81310186
694	8.80840563
695	8.806082249
696	8.802456417
697	8.799445328
698	8.793876516
699	8.787997335
700	8.783275673
701	8.780343602
702	8.776536767
703	8.771223708
704	8.76631672
705	8.761020478
706	8.757700873
707	8.755024464
708	8.751241451
709	8.747466906
710	8.744120826
711	8.739487168
712	8.736195685
713	8.730040381
714	8.724099333
715	8.719417543
716	8.715155697
717	8.711271256
718	8.708877642
719	8.704048078
720	8.698126387
721	8.693482956
722	8.690435992
723	8.684121581
724	8.68055989
725	8.676389658
726	8.672125623
727	8.6694824
728	8.665749638
729	8.659042632
730	8.653434381
731	8.650701678
732	8.647670196
733	8.643578761
734	8.639138782
735	8.633872986
736	8.630945467
737	8.627101875
738	8.622552459
739	8.619079772
740	8.61424311
741	8.608399832
742	8.60432319
743	8.600074517
744	8.596373001
745	8.59339733
746	8.59006814
747	8.585134787
748	8.581778763
749	8.57827776
750	8.573906201
751	8.566826749
752	8.562280693
753	8.559029236
754	8.555111537
755	8.550740702
756	8.545609072
757	8.539968394
758	8.537785012
759	8.533707355
760	8.529395699
761	8.523881314
762	8.520648212
763	8.517084197
764	8.509429713
765	8.506326772
766	8.502236403
767	8.499439327
768	8.496141729
769	8.491464009
770	8.48845135
771	8.485183714
772	8.481832836
773	8.47901365
774	8.47477701
775	8.471154171
776	8.466084599
777	8.462630929
778	8.459733544
779	8.454701012
780	8.450863789
781	8.448736074
782	8.445279886
783	8.443785593
784	8.439010878
785	8.436112147
786	8.431531163
787	8.425981862
788	8.420448612
789	8.414809868
790	8.410905591
791	8.406629831
792	8.402656681
793	8.399196592
794	8.396191006
795	8.390243957
796	8.386396558
797	8.379737942
798	8.377732584
799	8.374625598
800	8.370905944
801	8.367893038
802	8.363608554
803	8.359082319
804	8.354817085
805	8.350095044
806	8.346252454
807	8.34212834
808	8.339159555
809	8.336427641
810	8.332563525
811	8.327088057
812	8.324586438
813	8.320290737
814	8.317870112
815	8.313199421
816	8.310358629
817	8.306125296
818	8.304687675
819	8.301735703
820	8.298141398
821	8.295456199
822	8.29231011
823	8.288108981
824	8.284790864
825	8.278188692
826	8.273492533
827	8.269471637
828	8.264785162
829	8.261723271
830	8.257760249
831	8.255409404
832	8.251190905
833	8.247294539
834	8.24449782
835	8.239605704
836	8.235404485
837	8.231987564
838	8.226727084
839	8.222806189
840	8.21867414
841	8.214653679
842	8.211411887
843	8.209285959
844	8.205792102
845	8.200292714
846	8.198455358
847	8.196092687
848	8.192899962
849	8.188677232
850	8.183955822
851	8.180244827
852	8.175990824
853	8.172326425
854	8.169621616
855	8.165889429
856	8.162802354
857	8.160397223
858	8.156345611
859	8.152645867
860	8.149244641
861	8.14538676
862	8.141778363
863	8.137174465
864	8.133944517
865	8.128497217
866	8.123124318
867	8.118335351
868	8.116239796
869	8.114908365
870	8.111918235
871	8.10731999
872	8.104287087
873	8.100426879
874	8.0979585
875	8.096007567
876	8.09258717
877	8.088751749
878	8.08509513
879	8.080320182
880	8.079174756
881	8.076067165
882	8.071902143
883	8.068733119
884	8.063792922
885	8.061501513
886	8.05851036
887	8.055037071
888	8.048853416
889	8.044533216
890	8.041136581
891	8.037861375
892	8.035578336
893	8.032553526
894	8.028464464
895	8.022329102
896	8.017690809
897	8.012348779
898	8.010098487
899	8.006188209
900	8.002063559
901	7.998806048
902	7.995951405
903	7.993656909
904	7.991320379
905	7.986805927
906	7.983484123
907	7.980583894
908	7.975680661
909	7.971639265
910	7.965612517
911	7.962207218
912	7.95951072
913	7.955847799
914	7.952542503
915	7.949297091
916	7.945105223
917	7.942023304
918	7.93854303
919	7.933645462
920	7.931041954
921	7.92671134
922	7.923925734
923	7.920277129
924	7.917367071
925	7.913652473
926	7.90954611
927	7.904831341
928	7.900853892
929	7.89835393
930	7.895270013
931	7.893558904
932	7.890887301
933	7.887723818
934	7.883977861
935	7.881137485
936	7.877186318
937	7.875243962
938	7.870292378
939	7.86754924
940	7.864385889
941	7.860686946
942	7.856416589
943	7.854126821
944	7.850638446
945	7.847298319
946	7.8452404
947	7.842491102
948	7.839428267
949	7.834200888
950	7.830931762
951	7.826478326
952	7.822512658
953	7.817248308
954	7.812982562
955	7.811106239
956	7.808321743
957	7.806284004
958	7.802796302
959	7.800187485
960	7.797023225
961	7.795782332
962	7.792517161
963	7.787612836
964	7.782444146
965	7.780471596
966	7.778266191
967	7.775517117
968	7.77372491
969	7.77011248
970	7.765547739
971	7.76193711
972	7.758806751
973	7.756317587
974	7.753163516
975	7.751413362
976	7.747559307
977	7.743848129
978	7.738604648
979	7.735068634
980	7.731971812
981	7.729925259
982	7.727573366
983	7.72430071
984	7.721498916
985	7.717618059
986	7.715054057
987	7.710833678
988	7.707988275
989	7.705763248
990	7.704053184
991	7.701260212
992	7.697563881
993	7.693721867
994	7.691065174
995	7.688218203
996	7.686133642
997	7.68443781
998	7.68197003
999	7.68034378
